epoch,loss_train,u_err,v_err,p_err
10,4.034783840179443,1.3232496976852417,0.3659772574901581,0.7446969747543335
20,3.664790630340576,1.2511858940124512,0.3160612881183624,0.7397414445877075
30,3.3411216735839844,1.185264229774475,0.28203538060188293,0.7383673787117004
40,3.053316593170166,1.1208003759384155,0.2586008906364441,0.7410118579864502
50,2.7802672386169434,1.0527368783950806,0.24302716553211212,0.7474726438522339
60,2.510772705078125,0.98336261510849,0.2339678555727005,0.7574595212936401
70,2.25852370262146,0.9182825088500977,0.22985117137432098,0.7703940272331238
80,2.03517746925354,0.8644083142280579,0.22910764813423157,0.7847495079040527
90,1.8476375341415405,0.827983558177948,0.23035193979740143,0.7997233867645264
100,1.6976770162582397,0.81153804063797,0.23244090378284454,0.8145468831062317
110,1.5828098058700562,0.8120676875114441,0.23299318552017212,0.8283608555793762
120,1.497361421585083,0.8224779963493347,0.22976084053516388,0.8405738472938538
130,1.433548927307129,0.8352326154708862,0.22446630895137787,0.8506050705909729
140,1.3846451044082642,0.8454044461250305,0.22022239863872528,0.8580725789070129
150,1.3452998399734497,0.8513076305389404,0.21886059641838074,0.8630764484405518
160,1.3130310773849487,0.8534354567527771,0.21996277570724487,0.8655000925064087
170,1.2858319282531738,0.8533526062965393,0.22206951677799225,0.8663030862808228
180,1.2622120380401611,0.8530747294425964,0.22414085268974304,0.8659362196922302
190,1.2413660287857056,0.8527750968933105,0.2257496416568756,0.8647359013557434
200,1.2225677967071533,0.8523337841033936,0.2269483506679535,0.8630480170249939
210,1.2062596082687378,0.8523574471473694,0.2279042750597,0.860978364944458
220,1.191794514656067,0.8527611494064331,0.22866396605968475,0.8586491346359253
230,1.1793708801269531,0.8533545136451721,0.22942951321601868,0.8561567664146423
240,1.168644666671753,0.8538640737533569,0.23026001453399658,0.8535320162773132
250,1.1594767570495605,0.8542612791061401,0.23104462027549744,0.8508255481719971
260,1.1514674425125122,0.8546631932258606,0.2316332310438156,0.848066508769989
270,1.1444600820541382,0.8550714254379272,0.23269248008728027,0.8453283309936523
280,1.1386127471923828,0.8554428219795227,0.23209889233112335,0.8426439166069031
290,1.1336218118667603,0.8557114005088806,0.23263975977897644,0.8399357199668884
300,1.129535436630249,0.8558613061904907,0.23301027715206146,0.8372519016265869
310,1.1258647441864014,0.855910062789917,0.23291954398155212,0.8346915245056152
320,1.1226751804351807,0.8558499217033386,0.2329033613204956,0.8322944641113281
330,1.1196203231811523,0.8557116985321045,0.23291820287704468,0.830090343952179
340,1.1169095039367676,0.8555372953414917,0.23314237594604492,0.8280534744262695
350,1.114314079284668,0.8553427457809448,0.2335914671421051,0.82613205909729
360,1.1119099855422974,0.8550698757171631,0.23407547175884247,0.8242501616477966
370,1.109654188156128,0.8547003865242004,0.23443511128425598,0.822486162185669
380,1.1074721813201904,0.8542275428771973,0.23463764786720276,0.8208237886428833
390,1.1053410768508911,0.8536741137504578,0.2348221242427826,0.8193020224571228
400,1.1033570766448975,0.8529210090637207,0.23501846194267273,0.8178516626358032
410,1.101172685623169,0.8521199226379395,0.23510460555553436,0.8163785338401794
420,1.0992377996444702,0.8519466519355774,0.23517528176307678,0.8147536516189575
430,1.0971788167953491,0.8521872758865356,0.23533670604228973,0.8131292462348938
440,1.095035195350647,0.8520156145095825,0.23551350831985474,0.8117343187332153
450,1.092778205871582,0.8514093160629272,0.2354724109172821,0.8106807470321655
460,1.090599536895752,0.8509133458137512,0.23559972643852234,0.8099184036254883
470,1.0884673595428467,0.8503376841545105,0.23592133820056915,0.8092257380485535
480,1.086295485496521,0.8496779203414917,0.23605482280254364,0.8085868954658508
490,1.0841037034988403,0.8490089774131775,0.23624654114246368,0.8079648017883301
500,1.0819323062896729,0.8483520746231079,0.23637543618679047,0.8072912096977234
510,1.0796928405761719,0.8476920127868652,0.2364189773797989,0.8066303133964539
520,1.0774321556091309,0.8469898104667664,0.2363978773355484,0.8059920072555542
530,1.0753248929977417,0.8460273146629333,0.2365136742591858,0.8053873777389526
540,1.0731850862503052,0.8449273109436035,0.23687510192394257,0.8048098683357239
550,1.0710421800613403,0.8439569473266602,0.23709379136562347,0.8042930960655212
560,1.0687776803970337,0.8430007100105286,0.23734420537948608,0.8039208650588989
570,1.0665651559829712,0.8418273329734802,0.23759175837039948,0.8036091327667236
580,1.0641746520996094,0.8407169580459595,0.23787543177604675,0.803254246711731
590,1.0617164373397827,0.8395293354988098,0.2379026710987091,0.8048452734947205
600,1.0591838359832764,0.8382485508918762,0.23798084259033203,0.8067193031311035
610,1.0568293333053589,0.8369552493095398,0.2376401573419571,0.8077149987220764
620,1.0544177293777466,0.8357335925102234,0.2374742031097412,0.8085381388664246
630,1.0516433715820312,0.8344979882240295,0.23695050179958344,0.8092138171195984
640,1.0490434169769287,0.8329067826271057,0.2365514636039734,0.8096671104431152
650,1.0464285612106323,0.831474781036377,0.23628471791744232,0.8098917603492737
660,1.0439116954803467,0.8301783800125122,0.2356414645910263,0.8101765513420105
