epoch,loss_train,u_err,v_err,p_err
5,2.709808826446533,1.0397603511810303,0.2578541338443756,0.7240542769432068
10,2.0241026878356934,0.8279706239700317,0.23089854419231415,0.7188104391098022
15,1.517346739768982,0.7867129445075989,0.21362364292144775,0.7413470149040222
20,1.4278591871261597,0.9536257386207581,0.22643451392650604,0.8086826205253601
25,1.4521703720092773,0.9497209191322327,0.21964511275291443,0.8845691680908203
30,1.3756325244903564,0.8460599184036255,0.2306308001279831,0.8896518349647522
35,1.3596200942993164,0.7984816431999207,0.23445609211921692,0.8576212525367737
40,1.3574575185775757,0.7985571622848511,0.2302893102169037,0.8423464298248291
45,1.3425133228302002,0.8215576410293579,0.2263328731060028,0.8599246144294739
50,1.334647297859192,0.8406981825828552,0.22372370958328247,0.897719144821167
55,1.333522081375122,0.8393006324768066,0.22252854704856873,0.9172489047050476
60,1.327312707901001,0.8281683921813965,0.2210608571767807,0.9035342931747437
65,1.3238705396652222,0.8204070329666138,0.21956144273281097,0.8863910436630249
70,1.321704387664795,0.8188087344169617,0.21917830407619476,0.8877961039543152
75,1.3178486824035645,0.8213222026824951,0.21956491470336914,0.901158332824707
80,1.3145745992660522,0.8239688277244568,0.21982243657112122,0.9086894392967224
85,1.3107331991195679,0.8221693634986877,0.21982446312904358,0.9060410261154175
90,1.3061684370040894,0.8165261745452881,0.21998648345470428,0.9026477336883545
95,1.300662875175476,0.8127577304840088,0.2201104760169983,0.9035370945930481
100,1.2933281660079956,0.8121861219406128,0.2198631912469864,0.9060947299003601
