epoch,loss_train,u_err,v_err,p_err
20,2.820744514465332,1.0934863090515137,0.21573086082935333,0.769611656665802
40,2.343489408493042,0.9659043550491333,0.2123037576675415,0.8031964898109436
60,1.8719631433486938,0.8375157713890076,0.21227870881557465,0.845427930355072
80,1.46983003616333,0.7660989761352539,0.2137841135263443,0.8895953893661499
100,1.2640955448150635,0.8037400245666504,0.21898789703845978,0.9156442880630493
120,1.2136764526367188,0.8615893125534058,0.2214088886976242,0.9065811634063721
140,1.1964174509048462,0.8698040246963501,0.2242242842912674,0.8887242674827576
160,1.1865720748901367,0.8665671944618225,0.22594018280506134,0.8722953796386719
180,1.1797209978103638,0.8671995401382446,0.2274244874715805,0.856550931930542
200,1.1739741563796997,0.8674514889717102,0.22881639003753662,0.842606246471405
220,1.1685900688171387,0.8661712408065796,0.23004254698753357,0.8303907513618469
240,1.1631547212600708,0.8644128441810608,0.23104558885097504,0.820069432258606
260,1.1573951244354248,0.8623407483100891,0.23183995485305786,0.8115466237068176
280,1.1511059999465942,0.8597837090492249,0.23247170448303223,0.8045260906219482
300,1.1441267728805542,0.8567061424255371,0.2329925149679184,0.7987023591995239
320,1.1363319158554077,0.8530703186988831,0.23343895375728607,0.7937886714935303
340,1.1276353597640991,0.8488177061080933,0.2338373363018036,0.7895564436912537
360,1.1179958581924438,0.8439088463783264,0.23421059548854828,0.7858483791351318
380,1.1074308156967163,0.8383281230926514,0.2345794290304184,0.782575786113739
400,1.0960239171981812,0.8320922255516052,0.2349579781293869,0.7797041535377502
420,1.0839306116104126,0.8252648115158081,0.23535047471523285,0.7772320508956909
440,1.0713719129562378,0.8179695010185242,0.23574650287628174,0.7751643657684326
460,1.0586142539978027,0.8103958368301392,0.23611608147621155,0.7734829187393188
480,1.0459431409835815,0.8027927875518799,0.23641537129878998,0.772106409072876
500,1.0336836576461792,0.7954484224319458,0.23664508759975433,0.7708398699760437
520,1.0222859382629395,0.7886514067649841,0.23698706924915314,0.7693789601325989
540,1.0120660066604614,0.7826793193817139,0.2377244383096695,0.7676783204078674
560,1.0030548572540283,0.7777003645896912,0.2386656254529953,0.7663461565971375
580,0.9952651262283325,0.7737283110618591,0.23956097662448883,0.7655550241470337
600,0.988611102104187,0.7707423567771912,0.2404565066099167,0.7649732828140259
620,0.9829434752464294,0.7686027884483337,0.24134354293346405,0.7644584774971008
640,0.9780805110931396,0.7671272158622742,0.24219663441181183,0.76389479637146
660,0.9738360047340393,0.7661285400390625,0.24300307035446167,0.7632289528846741
680,0.9700368642807007,0.7654381990432739,0.24374788999557495,0.7624444961547852
700,0.9665336012840271,0.7649257183074951,0.244420126080513,0.7615370154380798
720,0.9632099866867065,0.7644966840744019,0.2449510544538498,0.7605181336402893
